index,brewery_id,brewery_inBusiness,beer_name,beer_style,abv,ibu_max,ibu_min,beer_id
273,nHLlnK,Y,Passion Fruit Milkshake Ipa,Juicy or Hazy India Pale Ale,6.2,70,50,yjsHPX
274,nHLlnK,Y,Pat-Rye-Ot,American-Style Pale Ale,5.6,42,30,Y9X4cN
275,nHLlnK,Y,Peach IPA,American-Style India Pale Ale,5.8,70,50,AJwGIV
276,nHLlnK,Y,Pitch-A-Tent,Specialty Beer,9,100,NaN,6Q7pkn
277,nHLlnK,Y,Port Barrel Aged Biere De Garde,French-Style Bière de Garde,10.2,30,20,cglNbC
278,nHLlnK,Y,Porter,Brown Porter,5.6,30,20,0K21pW
279,nHLlnK,Y,Rain Check,Specialty Stouts,NaN,50,35,otkATx
280,nHLlnK,Y,Red Ryeot,Rye Ale or Lager with or without Yeast,6.5,NaN,NaN,p0Qbef
281,nHLlnK,Y,Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),American-Style Amber/Red Ale,8,40,30,GIO3Xe
282,nHLlnK,Y,Resilience Butte County Proud IPA,American-Style India Pale Ale,6.8,70,50,gfOxMc
283,nHLlnK,Y,Return of the Red Eye IPA,American-Style India Pale Ale,6.5,70,50,YVWopx
284,g0jHqt,Y,Rhizing Bines,Imperial or Double India Pale Ale,8,100,65,bztkAM
285,nHLlnK,Y,River Ryed Rye IPA,Rye Ale or Lager with or without Yeast,6,NaN,NaN,XlDXNh
286,nHLlnK,Y,Ruthless Rye IPA,American-Style India Pale Ale,6.6,70,50,qOKA1F
287,nHLlnK,Y,Rye Ale (Aged in Sagamore Rye Whiskey Barrels),Rye Ale or Lager with or without Yeast,9.2,NaN,NaN,a34mcG
288,nHLlnK,Y,Rye Way 117,Specialty Honey Lager or Ale,7.4,100,NaN,VdK5qM
289,nHLlnK,Y,Ryeday the 13th,Rye Ale or Lager with or without Yeast,5.5,NaN,NaN,lDDTXD
290,nHLlnK,Y,Scotch Ale Project 1 Blanton's,Scottish-Style Heavy Ale,11.3,20,12,HfX0FF
291,nHLlnK,Y,Scotch Ale Project 2 Buffalo Trace,Scottish-Style Heavy Ale,11.3,20,12,325NwN
292,nHLlnK,Y,Scotch Ale Project 2 Eagle Rare,Scottish-Style Heavy Ale,11.3,20,12,fLoC5o
293,nHLlnK,Y,Scotch-Style Ale,Scotch Ale,7.3,35,25,IzBcZt
294,nHLlnK,Y,Session Rye,Rye Ale or Lager with or without Yeast,4.5,NaN,NaN,8vbUYR
295,nHLlnK,Y,Shamrock'n Rye Ale,Rye Ale or Lager with or without Yeast,6.6,NaN,NaN,1qx64W
296,nHLlnK,Y,Sidcar Orange IPA,American-Style India Pale Ale,6.8,70,50,FtZRre
297,nHLlnK,Y,SideCar,American-Style Amber/Red Ale,5.6,40,30,lPcmND
298,nHLlnK,Y,Sidecar Orange Pale Ale,American-Style Pale Ale,5.6,42,30,LB8JzL
299,nHLlnK,Y,Sierra Nevada Torpedo Cask,American-Style India Pale Ale,7.2,70,50,z71HIM
300,nHLlnK,Y,Sierraveza,American-Style Light (Low Calorie) Lager,5,10,5,03DVSg
301,nHLlnK,Y,Simmer Down Brown,American-Style Brown Ale,7,45,25,lsUdvK
302,nHLlnK,Y,Single Hop Amarillo IPA,American-Style India Pale Ale,6.7,70,50,P8KXUd
303,nHLlnK,Y,Single Hop Cascade IPA,American-Style India Pale Ale,6.3,70,50,dqKU6w
304,nHLlnK,Y,Single Hop Citra IPL,American-Style Lager,5.5,13,5,dlm9nV
305,nHLlnK,Y,Single Hop El Dorado Session IPA,Session India Pale Ale,4.6,NaN,NaN,G5Uxww
306,nHLlnK,Y,Single Hop Mosaic Double IPA,Imperial or Double India Pale Ale,6.6,100,65,1S3Le4
307,nHLlnK,Y,Six Rights IPA -  Beer Camp,American-Style India Pale Ale,8,70,50,e0bg5f
308,nHLlnK,Y,SkiEsta,American-Style Lager,5.2,13,5,g4t58N
309,nHLlnK,Y,Sleight of Hand,Specialty Beer,8.3,100,NaN,CI8j2t
310,nHLlnK,Y,Snow Cone IPA,American-Style India Pale Ale,7,70,50,FxxNhs
311,nHLlnK,Y,Snow Wit,American-Style India Pale Ale,5.7,70,50,LPjakS
312,nHLlnK,Y,So Fresh & So Keene IPA,American-Style India Pale Ale,6.5,70,50,FC8sve
313,nHLlnK,Y,Solar Storm - Beer Camp #71,American-Style India Pale Ale,5.8,70,50,fX6odn
314,nHLlnK,Y,Southern Gothic Session Pils,German-Style Pilsener,5.6,40,25,1SYQ5O
315,nHLlnK,Y,Southern Hemisphere Harvest,American-Style Pale Ale,6.7,42,30,xXJuyA
316,nHLlnK,Y,Southern Hemisphere Session IPA,Session India Pale Ale,4.6,NaN,NaN,7SC2N0
317,nHLlnK,Y,Steady As She Gose,Leipzig-Style Gose,5.7,15,10,oqsjeJ
318,nHLlnK,Y,Stout,American-Style Stout,5.8,60,35,rHCSHp
319,nHLlnK,Y,Summerfest,American-Style Lager,5,13,5,5ue4ah
320,nHLlnK,Y,Sweet Sunny South,Belgian-Style Table Beer,4.9,15,5,ATFslo
321,nHLlnK,Y,Tater Ridge - Beer Camp Across America,Scottish-Style Heavy Ale,7,20,12,5ErplG
322,VDMEV7,Y,Terra Incognita,Specialty Beer,8.5,100,NaN,vf8QTx
323,YWVg1z,Y,There and Back - Beer Camp Across America,Ordinary Bitter,5.6,35,20,JsJS48
324,nHLlnK,Y,Torpedo Extra IPA,American-Style India Pale Ale,7.2,70,50,JaS6T7
325,qghrkC,Y,Torpedo Pilsner - Beer Camp Across America,American-Style Pilsener,5.2,40,25,wC2GDZ
326,nHLlnK,Y,Trip In The Woods,Scotch Ale,9.6,35,25,i5EwQe
327,nHLlnK,Y,Trip In The Woods Barrel Aged Narwhal w/Red & Black Currents,American-Style Imperial Stout,9.8,80,50,lPKfmK
328,nHLlnK,Y,Trip In the Woods Biere De Garde,French-Style Bière de Garde,9.8,30,20,T64OoT
329,nHLlnK,Y,Trip in the Woods Madeira Quad,Belgian-Style Quadrupel,10.5,50,25,N0usi0
330,nHLlnK,Y,Trip in the Woods NARWHAL,Wood- and Barrel-Aged Strong Beer,9.8,NaN,NaN,x3B5d8
331,nHLlnK,Y,Trip In the Woods Rum Barrel Aged Quad,Belgian-Style Quadrupel,9.8,50,25,YEFnP1
332,nHLlnK,Y,Trip in the Woods Spiced Belgian Quad,Belgian-Style Quadrupel,13.4,50,25,XNIe9H
333,nHLlnK,Y,Trip in the Woods: Barrel Aged Ginger Bigfoot,American-Style Barley Wine Ale,11.4,100,60,TxVKov
334,nHLlnK,Y,Trip In the Woods: Cocoa Coconut Narwhal,American-Style Imperial Stout,11.8,80,50,JK8eXb
335,nHLlnK,Y,Trip in the Woods: Maple Scotch,Scotch Ale,9.8,35,25,kKHKCn
336,nHLlnK,Y,Trip In the Woods: Rye Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,9.6,15,10,ep9tZr
337,nHLlnK,Y,Trip In The Woods: Tawny Narwhal,British-Style Imperial Stout,11.4,65,45,LPQCSx
338,nHLlnK,Y,Trip In the Woods: Tequila-Barrel-Aged Otra Vez,Contemporary Gose,7.5,NaN,NaN,K2y0MV
339,nHLlnK,Y,Tropical Torpedo,American-Style India Pale Ale,6.7,70,50,KuflHE
340,nHLlnK,Y,Tumbler,American-Style Brown Ale,5.5,45,25,isCgs7
341,nHLlnK,Y,Twin Peaks,American-Style Pale Ale,5,42,30,bf76fr
342,nHLlnK,Y,Two-Headed Ruthless Rye IPA,Rye Ale or Lager with or without Yeast,9.7,NaN,NaN,Mp3DgY
343,nHLlnK,Y,Unfiltered Wheat Beer,American-Style Wheat Beer,4.4,35,10,ExTe8O
344,nHLlnK,Y,Unibrown,American-Style Brown Ale,7.1,45,25,lAM2hZ
345,nHLlnK,Y,Vienna,Vienna-Style Lager,5.3,28,22,7IjJ76
346,nHLlnK,Y,Weizenbock - Beer Camp #37,South German-Style Weizenbock / Weissbock,6.8,35,15,l7irOy
347,nHLlnK,Y,West Latitude Session Rye,Rye Ale or Lager with or without Yeast,5.5,NaN,NaN,hCMeA4
348,nHLlnK,Y,Wheat Of The Moment,American-Style Wheat Beer,5.7,35,10,Jjw7Pd
349,nHLlnK,Y,Why Not?,French & Belgian-Style Saison,6.5,40,20,QCvO04
350,nHLlnK,Y,Wild Little Thing,American-Style Sour Ale,5.5,NaN,NaN,Zu0hMc
351,nHLlnK,Y,Wintertide Ale,Herb and Spice Beer,6,70,5,xMjKhw
352,nHLlnK,Y,Witbier with Grapefruit,Fruit Beer,7,70,5,TpeMIM
353,nHLlnK,Y,Yippe Rye Aye!,American-Style Wheat Beer,5.9,35,10,ruYTf6
354,EYuZg3,Y,Yonder Bock - Beer Camp Across America,German-Style Heller Bock/Maibock,7.7,38,20,CScss3
355,BSsTGw,Y,Yvan The Great - Beer Camp Across America,Belgian-Style Blonde Ale,6.3,30,15,a8u4ic
356,nHLlnK,Y,Zappa Wild Stache,American-Style India Pale Ale,7.3,70,50,12WhgJ
357,Jt43j7,Y,1554,Belgian-Style Dark Strong Ale,6,50,20,YBW4h3
358,Jt43j7,Y,1969 Lager,American-Style Lager,4.7,13,5,qHYa65
359,Jt43j7,Y,2023m2,Wild Beer,6,NaN,NaN,NOkdBy
360,Jt43j7,Y,2° Below,Extra Special Bitter,6.6,45,30,6KeVJA
361,Jt43j7,Y,72 Eldorado Ale,Specialty Beer,NaN,100,NaN,WrRWfX
362,Jt43j7,Y,Abbey,Belgian-Style Dubbel,7,30,20,4CFzKV
363,Jt43j7,Y,Accumulation White IPA,American-Style India Pale Ale,6.2,70,50,A33ltW
364,Jt43j7,Y,Avoine,American-Style India Pale Ale,6,70,50,yYVgpP
365,Jt43j7,Y,Belgian Reserve Sour Saison,French & Belgian-Style Saison,7,40,20,0y0wk6
366,Jt43j7,Y,Belgian Stout,American-Style Stout,7,60,35,13hF2A
367,Jt43j7,Y,Belgian Style Blond Ale,Belgian-Style Blonde Ale,8.5,30,15,TXa2qu
368,Jt43j7,Y,Belgo,Belgian-Style Pale Ale,7,30,20,KUkTJD
369,Jt43j7,Y,Ben & Jerry's Salted Caramel Brownie,American-Style Brown Ale,6.3,45,25,iqTE16
370,Jt43j7,Y,Ben & Jerry’s Chocolate Chip Cookie Dough Ale,Golden or Blonde Ale,6,25,15,crkbrg
371,Jt43j7,Y,Bicycle Kick,German-Style Kölsch / Köln-Style Kölsch,5.1,25,18,dHUDfs
372,Jt43j7,Y,Biere de Garde,French-Style Bière de Garde,9,30,20,kX01KI
373,Jt43j7,Y,Biere de Peach - Lips of Faith,American-Style Sour Ale,6.2,NaN,NaN,Q8QukT
374,Jt43j7,Y,Black is the New Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,8.2,17,10,jAWXXE
375,Jt43j7,Y,Black Strap,American-Style Stout,7,60,35,iNdvqD
376,Jt43j7,Y,Blackberry Love,Wood- and Barrel-Aged Sour Beer,6,NaN,NaN,BwtaUI
377,Jt43j7,Y,Blue Paddle,German-Style Pilsener,4.8,40,25,N6Udah
378,Jt43j7,Y,Bretta IPA - Hop Kitchen,Brett Beer,7.5,NaN,NaN,TUPDjl
379,Jt43j7,Y,Brut IPA,American-Style India Pale Ale,6.7,70,50,diQwD9
380,Jt43j7,Y,Buckwheat Belgian Style - Trip Series,Other Belgian-Style Ales,NaN,NaN,NaN,qJXaAl
381,Jt43j7,Y,California Route,American-Style Lager,5.5,13,5,foWwrK
382,Jt43j7,Y,Cellar Blender Sour Ale,American-Style Sour Ale,7.5,NaN,NaN,q8UUqR
383,Jt43j7,Y,Cherry Almond Ale,Strong Ale,5.8,65,30,5flyvJ
384,Jt43j7,Y,Citradelic Exotic Lime Ale,Golden or Blonde Ale,5.2,25,15,3U2FMI
385,Jt43j7,Y,Citradelic Tangerine IPA,American-Style India Pale Ale,6,70,50,Yfk9kq
386,Jt43j7,Y,Cold Brew Cream Ale,American-Style Cream Ale or Lager,5,22,10,IYdY2s
387,Jt43j7,Y,Come Together - Honey Wheat Wine,American-Style Wheat Wine Ale,9,85,45,7g3z9k
388,Jt43j7,Y,Dark Kriek,Other Belgian-Style Ales,8,NaN,NaN,rDrEhT
389,Jt43j7,Y,Dayblazer,Golden or Blonde Ale,4.8,25,15,ME0zKN
390,Jt43j7,Y,Dig,American-Style Pale Ale,5.6,42,30,Ji4pSd
391,Jt43j7,Y,Down Under,American-Style India Pale Ale,NaN,70,50,3yt6z5
392,Jt43j7,Y,El Dorado Fresh Hop - Trip Series,"Fresh ""Wet"" Hop Ale",7.2,NaN,NaN,SdyQbx
393,Jt43j7,Y,Escoffier,American-Style Sour Ale,9.25,NaN,NaN,QCUAca
394,Jt43j7,Y,Fat Tire Amber Ale,American-Style Amber/Red Ale,5.2,40,30,tuqTtX
395,pdLPeS,Y,Fat Tire and Friends: Fat Funk Ale,Wild Beer,6,NaN,NaN,hzGXXh
396,qghrkC,Y,Fat Tire And Friends: Fat Hoppy Ale (Firestone Walker Collaboration),American-Style Amber/Red Ale,6,40,30,nxjcTS
397,Jt43j7,Y,Fat Tire and Friends: Fat Pale Ale,Belgian-Style Pale Ale,6,30,20,KIzLh8
398,1g0RBG,Y,Fat Tire and Friends: Fat Sour Apple Ale,Wild Beer,5.9,NaN,NaN,TLovEp
399,Jio9R0,Y,Fat Tire and Friends: Fat Wild Ale,Wild Beer,6.2,NaN,NaN,5fXjOG
400,Jt43j7,Y,Fat Tire Belgian White,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.2,17,10,YEWcJI
401,Jt43j7,Y,Felix - Love with Virginia Peaches,Wood- and Barrel-Aged Sour Beer,6,NaN,NaN,0GPzKt
402,Jt43j7,Y,Felix Aged in Apple Whiskey Barrels,Wood- and Barrel-Aged Sour Beer,8.8,NaN,NaN,Z5wGd8
403,Jt43j7,Y,Flowering Citrus Ale - Lips of Faith,Belgian-Style Tripel,7.4,45,20,eThnAp
404,Jt43j7,Y,FOCOllaboration - Hop Kitchen #6,American-Style Pale Ale,6.75,42,30,znJsFj
405,Jt43j7,Y,French Aramis,American-Style India Pale Ale,6.7,70,50,fZ1xed
406,Jt43j7,Y,French Oak Saison,French & Belgian-Style Saison,7.5,40,20,G89Qw9
407,Jt43j7,Y,Fruit Fly Passion Fruit Citra Sour Ale,American-Style Sour Ale,5.7,NaN,NaN,bYPNoX
408,Jt43j7,Y,Funkaversary,Wood- and Barrel-Aged Sour Beer,6.4,NaN,NaN,uzNTL8
409,Jt43j7,Y,Glutiny Golden Ale,Golden or Blonde Ale,5.2,25,15,n6lBX6
410,Jt43j7,Y,Glütiny Pale Ale,American-Style Pale Ale,6,42,30,1J1ple
411,Jt43j7,Y,Golden Ale,Golden or Blonde Ale,7,25,15,b8AhZ1
412,Jt43j7,Y,Grilled Pineapple Berliner Weiss,Berliner-Style Weisse (Wheat),4.3,6,3,q8X4Df
413,Jt43j7,Y,Guava Sour,Wood- and Barrel-Aged Sour Beer,6.2,NaN,NaN,r9gGhg
414,Jt43j7,Y,Heavy Melon - Watermelon Lime Ale,Fruit Beer,5,70,5,2xqRuR
415,Jt43j7,Y,Hof Ten Dormaal,Golden or Blonde Ale,7,25,15,JjgaBy
416,Jt43j7,Y,Home Plate,American-Style Stout,6.7,60,35,i2fcBt
417,Jt43j7,Y,Honey Orange Tripel,Belgian-Style Tripel,10,45,20,vmRlBy
418,Jt43j7,Y,Hop Kitchen - Botanical Imperial IPA,Imperial or Double India Pale Ale,NaN,100,65,foUNU6
419,Jt43j7,Y,Hop Kitchen Hop Stout,American-Style Imperial Stout,8,80,50,FDOZ1x
420,Jt43j7,Y,Hop Kitchen Hop Tart,American-Style India Pale Ale,5,70,50,bV5Run
421,Jt43j7,Y,Hop Kitchen Juicy Mandarina IPA,American-Style India Pale Ale,6.5,70,50,SW3b1Y
422,Jt43j7,Y,Hop Kitchen Oatmeal IPA,Oatmeal Stout,6.5,40,20,pbNhGO
423,Jt43j7,Y,Hop the Pond Double IPA,Imperial or Double India Pale Ale,8,100,65,L6dqjk
424,Jt43j7,Y,Hoppy Blonde,Golden or Blonde Ale,5.7,25,15,JxHi4R
425,Jt43j7,Y,Hoppy Bock - Hop Kitchen Series,Traditional German-Style Bock,6.9,30,20,V9VwTR
426,Jt43j7,Y,Hoptober,Golden or Blonde Ale,6,25,15,n1bFMy
427,Jt43j7,Y,Imperial Berliner Weiss,South German-Style Hefeweizen / Hefeweissbier,7,15,10,5rIr0L
428,Jt43j7,Y,Imperial Cherry Chocolate Porter,American-Style Imperial Porter,9,50,35,AtGJUH
429,Jt43j7,Y,Imperial Frambozen,American-Style Brown Ale,8.5,45,25,gQxy6P
430,Jt43j7,Y,Imperial Frambozen With Cocoa,Belgian-Style Lambic,8.5,23,11,HsRNWZ
431,Jt43j7,Y,Imperial Peach Harvest Ale,Belgian-Style White (or Wit) / Belgian-Style Wheat,8,17,10,Q0yaEA
432,Jt43j7,Y,Imperial Peach Harvest Ale,Belgian-Style White (or Wit) / Belgian-Style Wheat,8,17,10,2KhONb
433,Jt43j7,Y,Juicy Watermelon,Fruit Beer,5,70,5,hDmija
434,Jt43j7,Y,L'Amour en Cage,Wood- and Barrel-Aged Sour Beer,7.5,NaN,NaN,02FvxG
435,Jt43j7,Y,La Folie,Wood- and Barrel-Aged Sour Beer,7,NaN,NaN,qhKlHV
436,Jt43j7,Y,La Folie - Lips of Faith,Belgian-Style Flanders Oud Bruin or Oud Red Ales,6,25,15,JeH6oB
437,Jt43j7,Y,Lasher Ale,American-Style Sour Ale,6.6,NaN,NaN,lHwCJr
438,Jt43j7,Y,Le Terroir,Wood- and Barrel-Aged Sour Beer,7.5,NaN,NaN,DwUq7a
439,Jt43j7,Y,Lightning In A Bottle,Berliner-Style Weisse (Wheat),3.5,6,3,6nglKU
440,Jt43j7,Y,Lips of Faith - Biere de Mars,American-Style Pale Ale,6.2,42,30,Eu8QY2
441,Jt43j7,Y,Lips of Faith - Brett Beer,Brett Beer,7.5,NaN,NaN,AHODkM
442,Jt43j7,Y,Lips of Faith - Cascara Quad,Belgian-Style Quadrupel,11,50,25,tDeAUa
443,Jt43j7,Y,Lips of Faith - Cigar City Collaboration,Specialty Beer,8.5,100,NaN,elsX3L
444,Jt43j7,Y,Lips of Faith - Clutch,Specialty Stouts,9,50,35,UIoKRM
445,Jt43j7,Y,Lips of Faith - Cocoa Mole,Herb and Spice Beer,9,70,5,gBvTxo
446,Jt43j7,Y,Lips of Faith - Coconut Curry,Herb and Spice Beer,8,70,5,H5bLCm
447,Jt43j7,Y,Lips Of Faith - Dark Heather Saison,French & Belgian-Style Saison,7.5,40,20,sT7vBt
448,Jt43j7,Y,Lips of Faith - Dunkelweiss,South German-Style Dunkel Weizen / Dunkel Weissbier,9,15,10,bcm1y9
449,Jt43j7,Y,Lips of Faith - Eric's Ale,Wood- and Barrel-Aged Sour Beer,7,NaN,NaN,iB1f9m
450,Jt43j7,Y,Lips Of Faith - Fall Wild Ale,American-Style Sour Ale,8.5,NaN,NaN,Lk19nd
451,Jt43j7,Y,Lips Of Faith - For My Valentine,French & Belgian-Style Saison,NaN,40,20,y3jxx4
452,Jt43j7,Y,Lips of Faith - Fresh Hop,American-Style India Pale Ale,7,70,50,LRQUEF
453,Jt43j7,Y,Lips of Faith - Grand Cru Abbey Ale,Other Belgian-Style Ales,9.5,NaN,NaN,WznZdQ
454,Jt43j7,Y,Lips of Faith - Grätzer,Bamberg-Style Weiss (Smoke) Rauchbier (Dunkel or Helles),4.5,15,10,Hsz1L7
455,UpVCKX,Y,Lips of Faith - Heavenly Feijoa Tripel,Belgian-Style Tripel,9.4,45,20,GtvML9
456,Jt43j7,Y,Lips of Faith - Imperial Coffee Chocolate Stout,American-Style Imperial Stout,10,80,50,ikmvj2
457,Jt43j7,Y,Lips Of Faith - Jared's Smoked Peach Porter,Brown Porter,8,30,20,3eM0iF
458,Jt43j7,Y,Lips of Faith - Ken's Hefe,South German-Style Hefeweizen / Hefeweissbier,4.9,15,10,ANasAM
459,Jt43j7,Y,Lips of Faith - Kick,Herb and Spice Beer,8.5,70,5,iR0R7B
460,Jt43j7,Y,Lips of Faith - Le Fleur Misseur,Belgian-Style Pale Ale,6.2,30,20,0GgoFA
461,Jt43j7,Y,Lips Of Faith - Lindsay's S'More Porter,Robust Porter,8.5,40,25,lYgrcr
462,Jt43j7,Y,Lips Of Faith - Metric 10/10/10,Belgian-Style Pale Strong Ale,10,50,20,NsPfmI
463,Jt43j7,Y,Lips Of Faith - More Fun Blonde,Golden or Blonde Ale,NaN,25,15,0C8Tvj
464,Jt43j7,Y,Lips of Faith - NBB Loves Leopold,American-Style Sour Ale,8,NaN,NaN,Vj2xVe
465,Jt43j7,Y,Lips of Faith - Nitro Salted Belgian Chocolate Stout,American-Style Stout,9,60,35,8VcLWa
466,Jt43j7,Y,Lips Of Faith - Ooh La La!,Fruit Beer,8.5,70,5,cVrI5A
467,Jt43j7,Y,Lips Of Faith - Pamela's IPA,American-Style India Pale Ale,6.3,70,50,Epa6Eb
468,Jt43j7,Y,Lips of Faith - Peach Porch Lounger,Specialty Honey Lager or Ale,9.4,100,NaN,CsP43T
469,Jt43j7,Y,Lips of Faith - Prickly Passion Saison,French & Belgian-Style Saison,8.5,40,20,peHhTG
470,Jt43j7,Y,Lips of Faith - Salted Belgian Chocolate Stout,American-Style Stout,9,60,35,gZzTyp
471,Jt43j7,Y,Lips of Faith - Super Cru,Other Belgian-Style Ales,10,NaN,NaN,sriHKq
472,vDxSPd,Y,Lips of Faith - Super India Pale Ale,Imperial or Double India Pale Ale,9,100,65,aapeRv
473,Jt43j7,Y,Lips of Faith - Wild2 Dubbel,Belgian-Style Dubbel,8,30,20,xJRyBQ
474,Jt43j7,Y,Lips of Faith - Yuzu Imperial Berliner Weisse,Berliner-Style Weisse (Wheat),8,6,3,WWuQOh
475,Jt43j7,Y,Lips of Faith Series: Anne-Francoise Spiced Imperial Dark Ale,Belgian-Style Dark Strong Ale,9.5,50,20,u7Adz5
476,Jt43j7,Y,Lips of Faith: Blackberry Barleywine,American-Style Barley Wine Ale,12,100,60,16OHOb
477,Jt43j7,Y,Lips of Faith: Gruit,Specialty Beer,6.6,100,NaN,suYQTs
478,Jt43j7,Y,Lips of Faith: La Folie,Wood- and Barrel-Aged Sour Beer,6,NaN,NaN,WWt8i5
479,Jt43j7,Y,Lips of Faith: La Folie,Wood- and Barrel-Aged Sour Beer,6,NaN,NaN,fZiiFm
480,Jt43j7,Y,Lips of Faith: La Folie,Wood- and Barrel-Aged Sour Beer,6,NaN,NaN,uDAKYe
481,Jt43j7,Y,Lips of Faith: La Folie,Wood- and Barrel-Aged Sour Beer,7,NaN,NaN,QwH5wu
482,Jt43j7,Y,Lips of Faith: La Folie,American-Style Sour Ale,7,NaN,NaN,DAHhL6
483,Jt43j7,Y,Lips of Faith: La Folie,Wood- and Barrel-Aged Sour Beer,6,NaN,NaN,HtRWPD
484,Jt43j7,Y,Lips of Faith: La Folie,Wood- and Barrel-Aged Sour Beer,7,NaN,NaN,ocYHnT
485,Jt43j7,Y,Lips of Faith: La Terroir,Wild Beer,7.5,NaN,NaN,TW4pWw
486,Jt43j7,Y,Lips of Faith:Sahti,Chili Pepper Beer,7.2,NaN,NaN,Zx8x6X
487,Jt43j7,Y,Long Table,French & Belgian-Style Saison,6.2,40,20,X6Q9kI
488,Jt43j7,Y,Love Felix,Wild Beer,7.5,NaN,NaN,b6V5lq
489,Jt43j7,Y,Love Felix - Apple Whiskey Barrel Aged,Wild Beer,8.5,NaN,NaN,r0g2Vs
490,Jt43j7,Y,Mary Jane,American-Style Lager,4.5,13,5,WyH4cq
491,Jt43j7,Y,Mighty Arrow,American-Style Pale Ale,6,42,30,PLK3WP
492,Jt43j7,Y,Mine & Yours,Belgian-Style Dark Strong Ale,8,50,20,9AORTN
493,Jt43j7,Y,Mine & Yours,Belgian-Style Dark Strong Ale,8,50,20,9AORTN
494,Jt43j7,Y,Mine & Yours,Belgian-Style Dark Strong Ale,8,50,20,9AORTN
495,Jt43j7,Y,Mo' Betta Bretta,Brett Beer,6.3,NaN,NaN,8t0sd4
496,Jt43j7,Y,Mothership Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,17,10,ftKoOQ
497,Jt43j7,Y,Mountain Time,American-Style Lager,4.4,13,5,gH48RK
498,Jt43j7,Y,Muddy Pig,Specialty Beer,10,100,NaN,0H9JJG
499,Jt43j7,Y,Mural Agua Fresca Cerveza,Fruit Beer,4,70,5,a8agR7
500,Jt43j7,Y,NBB Love - Oscar,American-Style Sour Ale,6.8,NaN,NaN,LLtIim
501,Jt43j7,Y,Nitro Cold Brew Cream Ale,American-Style Cream Ale or Lager,5,22,10,h3UF4F
502,Jt43j7,Y,Oakspire Bourbon Barrel Ale,Strong Ale,9,65,30,o3thWE
503,Jt43j7,Y,Odd Couple,Wood- and Barrel-Aged Beer,7.5,NaN,NaN,m3SaVC
504,Jt43j7,Y,Old Aggie,Vienna-Style Lager,4.7,28,22,iUTTnW
505,Jt43j7,Y,Old Cherry Ale,Fruit Beer,6.5,70,5,IVeI7F
506,Jt43j7,Y,Old Tuffy,American-Style Lager,4.7,13,5,vibTAI
507,Jt43j7,Y,Oscar Aged In Blackberry Whiskey Barrels,Wood- and Barrel-Aged Sour Beer,8.8,NaN,NaN,LIzIVu
508,Jt43j7,Y,Oscar Kissed Cherry,Wood- and Barrel-Aged Sour Beer,7.3,NaN,NaN,43d7SL
509,Jt43j7,Y,Oscar Worthy Coffee,Wood- and Barrel-Aged Sour Beer,7.6,NaN,NaN,CIpTe2
510,Jt43j7,Y,Oscar Worthy Coffee,Wood- and Barrel-Aged Sour Beer,7.6,NaN,NaN,TTP4r7
511,Jt43j7,Y,Paardebloem Ale,Specialty Beer,9,100,NaN,eAfuDx
512,Jt43j7,Y,Passion Fruit Kölsch,German-Style Kölsch / Köln-Style Kölsch,4,25,18,rI2JfZ
513,Jt43j7,Y,Peach Kick,American-Style Sour Ale,4.3,NaN,NaN,JWH8TK
514,Jt43j7,Y,Peach Wheat Wine,American-Style Wheat Wine Ale,9,85,45,oVqYw9
515,Jt43j7,Y,Pear Ginger Beer - Lips of Faith,Fruit Beer,7,70,5,lGley0
516,Jt43j7,Y,Pilsener,Bohemian-Style Pilsener,4.8,45,30,h0Bar7
517,Jt43j7,Y,Pink Peppercorn IPA - Trip Series,American-Style India Pale Ale,7.5,70,50,KZVlT5
518,Jt43j7,Y,Pluot,Specialty Beer,10,100,NaN,6MX4wm
519,Jt43j7,Y,Portage,Brown Porter,6,30,20,yCmlW6
520,Jt43j7,Y,Pumpkick,Pumpkin Beer,6,70,5,h7A8ci
521,Jt43j7,Y,Rampant Imperial IPA,Imperial or Double India Pale Ale,8.5,100,65,spn8K0
522,Jt43j7,Y,Ranger IPA,American-Style India Pale Ale,6.5,70,50,iaYJ7X
523,Jt43j7,Y,Red Hoptober,American-Style Amber/Red Ale,6,40,30,0ZHToY
524,Jt43j7,Y,Rewind - Hop Kitchen,American-Style India Pale Ale,7,70,50,noi6b2
525,Jt43j7,Y,Rolle Bolle,Belgian-Style Pale Ale,5.5,30,20,3FJ9VC
526,Jt43j7,Y,RyePA - Hop Kitchen #5,American-Style India Pale Ale,6.6,70,50,9pSe13
527,Jt43j7,Y,Sahti Ale,German-Style Rye Ale (Roggenbier) with or without Yeast,7.2,15,10,Nwy05j
528,Jt43j7,Y,Saison,French & Belgian-Style Saison,7,40,20,UdZgFF
529,Jt43j7,Y,Saison Du Poivre,French & Belgian-Style Saison,6.5,40,20,Euavc8
530,Jt43j7,Y,SAVOR X,Baltic-Style Porter,10,40,35,chix6c
531,Jt43j7,Y,Seattle Farmhouse Rye Ale - Trip Series,French & Belgian-Style Saison,6.2,40,20,gXrN7Y
